RENT0000000042,IDS00028,S00629,2024-03-11,2024-03-25,2024-03-23,3
RENT0000000043,IDS00011,S00322,2024-03-11,2024-03-25,2024-03-19,7
RENT0000000044,IDS00036,S00062,2024-03-12,2024-03-26,2024-03-21,2
RENT0000000045,IDS00043,S00538,2024-03-12,2024-03-26,2024-03-19,9
RENT0000000046,IDS00009,S00535,2024-03-12,2024-03-26,2024-03-14,7
RENT0000000047,IDS00025,S00395,2024-03-12,2024-03-26,2024-03-19,5
RENT0000000048,IDS00048,S00188,2024-03-12,2024-03-26,2024-03-24,5
RENT0000000049,IDS00046,S00103,2024-03-13,2024-03-27,2024-03-17,3
RENT0000000050,IDS00041,S00163,2024-03-13,2024-03-27,2024-03-25,1
RENT0000000051,IDS00042,S00555,2024-03-13,2024-03-27,2024-03-25,4
RENT0000000052,IDS00002,S00624,2024-03-13,2024-03-27,2024-03-26,8
RENT0000000053,IDS00009,S00499,2024-03-13,2024-03-27,2024-03-22,3
RENT0000000054,IDS00009,S00050,2024-03-15,2024-03-29,2024-03-21,4
RENT0000000055,IDS00044,S00346,2024-03-16,2024-03-30,2024-03-20,8
RENT0000000056,IDS00013,S00121,2024-03-16,2024-03-30,2024-03-28,7
RENT0000000057,IDS00019,S00075,2024-03-17,2024-03-31,2024-03-20,6
RENT0000000058,IDS00004,S00622,2024-03-17,2024-03-31,2024-03-24,10
RENT0000000059,IDS00032,S00579,2024-03-18,2024-04-01,2024-03-22,6
RENT0000000060,IDS00032,S00589,2024-03-18,2024-04-01,2024-03-29,9
RENT0000000061,IDS00048,S00116,2024-03-18,2024-04-01,2024-03-24,5
RENT0000000062,IDS00005,S00311,2024-03-18,2024-04-01,2024-03-26,4
RENT0000000063,IDS00003,S00238,2024-03-19,2024-04-02,2024-03-26,3
RENT0000000064,IDS00044,S00532,2024-03-19,2024-04-02,2024-03-30,4
RENT0000000065,IDS00018,S00427,2024-03-19,2024-04-02,2024-03-20,5
RENT0000000066,IDS00038,S00279,2024-03-19,2024-04-02,2024-03-27,8
RENT0000000067,IDS00050,S00561,2024-03-20,2024-04-03,2024-03-22,7
RENT0000000068,IDS00039,S00131,2024-03-20,2024-04-03,2024-03-27,2
RENT0000000069,IDS00020,S00166,2024-03-20,2024-04-03,2024-03-20,1
RENT0000000070,IDS00012,S00254,2024-03-21,2024-04-04,2024-03-26,2
RENT0000000071,IDS00040,S00252,2024-03-21,2024-04-04,2024-04-03,10
RENT0000000072,IDS00003,S00526,2024-03-21,2024-04-04,2024-03-29,2
RENT0000000073,IDS00018,S00600,2024-03-22,2024-04-05,2024-03-28,3
RENT0000000074,IDS00016,S00564,2024-03-22,2024-04-05,2024-04-01,2
RENT0000000075,IDS00028,S00307,2024-03-23,2024-04-06,2024-03-25,7
RENT0000000076,IDS00004,S00425,2024-03-23,2024-04-06,2024-03-25,7
RENT0000000077,IDS00021,S00113,2024-03-25,2024-04-08,2024-03-31,9
RENT0000000078,IDS00045,S00467,2024-03-25,2024-04-08,2024-03-30,5
RENT0000000079,IDS00018,S00357,2024-03-26,2024-04-09,2024-04-07,10
RENT0000000080,IDS00043,S00546,2024-03-26,2024-04-09,2024-04-07,3
RENT0000000081,IDS00016,S00128,2024-03-26,2024-04-09,2024-04-03,1
RENT0000000082,IDS00010,S00067,2024-03-27,2024-04-10,2024-04-05,6
RENT0000000083,IDS00010,S00297,2024-03-27,2024-04-10,2024-04-04,6
RENT0000000084,IDS00048,S00583,2024-03-27,2024-04-10,2024-04-02,9
RENT0000000085,IDS00022,S00239,2024-03-27,2024-04-10,2024-04-09,6
RENT0000000086,IDS00032,S00402,2024-03-27,2024-04-10,2024-04-07,3
RENT0000000087,IDS00004,S00105,2024-03-28,2024-04-11,2024-04-10,6
RENT0000000088,IDS00005,S00344,2024-03-28,2024-04-11,2024-03-31,8
RENT0000000089,IDS00010,S00180,2024-03-29,2024-04-12,2024-04-06,7
RENT0000000090,IDS00026,S00025,2024-03-29,2024-04-12,2024-04-04,6
RENT0000000091,IDS00007,S00113,2024-03-29,2024-04-12,2024-04-08,5
RENT0000000092,IDS00041,S00485,2024-03-29,2024-04-12,2024-04-06,9
RENT0000000093,IDS00048,S00413,2024-03-30,2024-04-13,2024-03-30,4
RENT0000000094,IDS00027,S00298,2024-03-30,2024-04-13,2024-04-05,5
RENT0000000095,IDS00026,S00476,2024-03-30,2024-04-13,2024-04-06,9
RENT0000000096,IDS00018,S00050,2024-03-31,2024-04-14,2024-04-12,9
RENT0000000097,IDS00002,S00274,2024-03-31,2024-04-14,2024-04-09,7
RENT0000000098,IDS00038,S00096,2024-03-31,2024-04-14,2024-04-07,1
RENT0000000099,IDS00023,S00626,2024-03-31,2024-04-14,2024-04-05,5
RENT0000000100,IDS00007,S00593,2024-03-31,2024-04-14,2024-04-10,1
RENT0000000101,IDS00034,S00640,2024-04-01,2024-04-15,2024-04-01,9
RENT0000000102,IDS00020,S00349,2024-04-01,2024-04-15,2024-04-05,10
RENT0000000103,IDS00046,S00229,2024-04-02,2024-04-16,2024-04-07,8
RENT0000000104,IDS00034,S00053,2024-04-02,2024-04-16,2024-04-11,7
RENT0000000105,IDS00033,S00471,2024-04-03,2024-04-17,2024-04-03,5
RENT0000000106,IDS00043,S00528,2024-04-04,2024-04-18,2024-04-15,7
RENT0000000107,IDS00019,S00569,2024-04-05,2024-04-19,2024-04-13,6
RENT0000000108,IDS00046,S00317,2024-04-05,2024-04-19,2024-04-10,9
RENT0000000109,IDS00031,S00573,2024-04-05,2024-04-19,2024-04-09,5
RENT0000000110,IDS00031,S00492,2024-04-05,2024-04-19,2024-04-18,7
RENT0000000111,IDS00018,S00544,2024-04-06,2024-04-20,2024-04-18,2
RENT0000000112,IDS00046,S00157,2024-04-06,2024-04-20,2024-04-13,2
RENT0000000113,IDS00033,S00348,2024-04-06,2024-04-20,2024-04-13,1
RENT0000000114,IDS00039,S00217,2024-04-06,2024-04-20,2024-04-19,3
RENT0000000115,IDS00039,S00066,2024-04-06,2024-04-20,2024-04-14,8
RENT0000000116,IDS00002,S00474,2024-04-06,2024-04-20,2024-04-11,2
RENT0000000117,IDS00020,S00332,2024-04-07,2024-04-21,2024-04-20,8
RENT0000000118,IDS00009,S00406,2024-04-08,2024-04-22,2024-04-16,6
RENT0000000119,IDS00034,S00244,2024-04-09,2024-04-23,2024-04-18,10
RENT0000000120,IDS00030,S00613,2024-04-09,2024-04-23,2024-04-18,3
RENT0000000121,IDS00050,S00080,2024-04-10,2024-04-24,2024-04-15,9
RENT0000000122,IDS00044,S00436,2024-04-10,2024-04-24,2024-04-18,9
RENT0000000123,IDS00032,S00152,2024-04-12,2024-04-26,2024-04-22,1
RENT0000000124,IDS00028,S00506,2024-04-12,2024-04-26,2024-04-13,10
RENT0000000125,IDS00049,S00473,2024-04-12,2024-04-26,2024-04-23,4
RENT0000000126,IDS00001,S00494,2024-04-12,2024-04-26,2024-04-24,2
RENT0000000127,IDS00030,S00230,2024-04-13,2024-04-27,2024-04-13,9
RENT0000000128,IDS00037,S00266,2024-04-13,2024-04-27,2024-04-20,9
RENT0000000129,IDS00001,S00118,2024-04-13,2024-04-27,2024-04-20,1
RENT0000000130,IDS00046,S00183,2024-04-14,2024-04-28,2024-04-19,4
RENT0000000131,IDS00005,S00566,2024-04-14,2024-04-28,2024-04-23,3
RENT0000000132,IDS00047,S00540,2024-04-14,2024-04-28,2024-04-15,8
RENT0000000133,IDS00030,S00359,2024-04-14,2024-04-28,2024-04-19,5
RENT0000000134,IDS00019,S00363,2024-04-15,2024-04-29,2024-04-22,7
RENT0000000135,IDS00008,S00520,2024-04-15,2024-04-29,2024-04-24,1
RENT0000000136,IDS00049,S00514,2024-04-15,2024-04-29,2024-04-28,2
RENT0000000137,IDS00019,S00156,2024-04-16,2024-04-30,2024-04-26,3
RENT0000000138,IDS00010,S00215,2024-04-16,2024-04-30,2024-04-19,5
RENT0000000139,IDS00027,S00042,2024-04-16,2024-04-30,2024-04-26,7
RENT0000000140,IDS00024,S00545,2024-04-16,2024-04-30,2024-04-20,7
RENT0000000141,IDS00007,S00546,2024-04-17,2024-05-01,2024-04-17,2
RENT0000000142,IDS00025,S00295,2024-04-17,2024-05-01,2024-04-23,1
RENT0000000143,IDS00002,S00262,2024-04-17,2024-05-01,2024-04-30,5
RENT0000000144,IDS00028,S00193,2024-04-18,2024-05-02,2024-04-20,8
RENT0000000145,IDS00016,S00509,2024-04-18,2024-05-02,2024-04-27,8
RENT0000000146,IDS00002,S00383,2024-04-19,2024-05-03,2024-04-24,8
RENT0000000147,IDS00029,S00453,2024-04-19,2024-05-03,2024-05-01,10
RENT0000000148,IDS00044,S00458,2024-04-19,2024-05-03,2024-04-26,6
RENT0000000149,IDS00046,S00239,2024-04-20,2024-05-04,2024-04-28,1
RENT0000000150,IDS00022,S00033,2024-04-20,2024-05-04,2024-05-01,10
RENT0000000151,IDS00020,S00100,2024-04-20,2024-05-04,2024-05-02,5
RENT0000000152,IDS00031,S00115,2024-04-20,2024-05-04,2024-05-01,4
RENT0000000153,IDS00032,S00071,2024-04-20,2024-05-04,2024-04-26,8
RENT0000000154,IDS00019,S00167,2024-04-21,2024-05-05,2024-04-28,9
RENT0000000155,IDS00019,S00163,2024-04-21,2024-05-05,2024-05-03,6
RENT0000000156,IDS00032,S00394,2024-04-21,2024-05-05,2024-05-02,3
RENT0000000157,IDS00046,S00521,2024-04-21,2024-05-05,2024-04-28,8
RENT0000000158,IDS00041,S00356,2024-04-21,2024-05-05,2024-04-23,10
RENT0000000159,IDS00036,S00399,2024-04-21,2024-05-05,2024-05-02,8
RENT0000000160,IDS00039,S00004,2024-04-21,2024-05-05,2024-04-28,4
RENT0000000161,IDS00050,S00446,2024-04-21,2024-05-05,2024-04-29,1
RENT0000000162,IDS00034,S00054,2024-04-22,2024-05-06,2024-04-27,9
RENT0000000163,IDS00020,S00412,2024-04-22,2024-05-06,2024-04-25,10
RENT0000000164,IDS00050,S00389,2024-04-22,2024-05-06,2024-04-24,8
RENT0000000165,IDS00028,S00430,2024-04-23,2024-05-07,2024-05-06,5
RENT0000000166,IDS00043,S00455,2024-04-23,2024-05-07,2024-04-26,5
RENT0000000167,IDS00031,S00002,2024-04-23,2024-05-07,2024-05-03,4
RENT0000000168,IDS00041,S00579,2024-04-23,2024-05-07,2024-05-06,7
RENT0000000169,IDS00028,S00318,2024-04-24,2024-05-08,2024-05-01,5
RENT0000000170,IDS00036,S00340,2024-04-24,2024-05-08,2024-05-05,10
RENT0000000171,IDS00004,S00122,2024-04-24,2024-05-08,2024-05-05,7
RENT0000000172,IDS00011,S00488,2024-04-25,2024-05-09,2024-05-03,8
RENT0000000173,IDS00007,S00326,2024-04-25,2024-05-09,2024-04-27,10
RENT0000000174,IDS00046,S00463,2024-04-26,2024-05-10,2024-05-01,1
RENT0000000175,IDS00012,S00363,2024-04-27,2024-05-11,2024-04-29,7
RENT0000000176,IDS00038,S00429,2024-04-27,2024-05-11,2024-05-04,8
RENT0000000177,IDS00024,S00386,2024-04-27,2024-05-11,2024-04-28,2
RENT0000000178,IDS00009,S00045,2024-04-28,2024-05-12,2024-05-06,10
RENT0000000179,IDS00023,S00534,2024-04-28,2024-05-12,2024-05-04,7
RENT0000000180,IDS00043,S00384,2024-04-29,2024-05-13,2024-04-30,5
RENT0000000181,IDS00011,S00241,2024-04-29,2024-05-13,2024-05-10,7
RENT0000000182,IDS00018,S00431,2024-04-30,2024-05-14,2024-05-08,2
RENT0000000183,IDS00027,S00512,2024-04-30,2024-05-14,2024-05-01,6
RENT0000000184,IDS00018,S00573,2024-04-30,2024-05-14,2024-05-07,4
RENT0000000185,IDS00012,S00332,2024-05-01,2024-05-15,2024-05-02,10
RENT0000000186,IDS00031,S00462,2024-05-01,2024-05-15,2024-05-11,5
RENT0000000187,IDS00032,S00275,2024-05-02,2024-05-16,2024-05-10,1
RENT0000000188,IDS00043,S00197,2024-05-02,2024-05-16,2024-05-06,9
RENT0000000189,IDS00012,S00385,2024-05-02,2024-05-16,2024-05-10,3
RENT0000000190,IDS00028,S00063,2024-05-03,2024-05-17,2024-05-14,3
RENT0000000191,IDS00028,S00010,2024-05-03,2024-05-17,2024-05-09,6
RENT0000000192,IDS00020,S00487,2024-05-03,2024-05-17,2024-05-08,3
RENT0000000193,IDS00033,S00175,2024-05-03,2024-05-17,2024-05-16,10
RENT0000000194,IDS00042,S00209,2024-05-04,2024-05-18,2024-05-11,10
RENT0000000195,IDS00048,S00273,2024-05-04,2024-05-18,2024-05-07,5
RENT0000000196,IDS00041,S00328,2024-05-05,2024-05-19,2024-05-09,2
RENT0000000197,IDS00041,S00539,2024-05-05,2024-05-19,2024-05-09,9
RENT0000000198,IDS00021,S00154,2024-05-05,2024-05-19,2024-05-13,5
RENT0000000199,IDS00021,S00622,2024-05-05,2024-05-19,2024-05-10,6
RENT0000000200,IDS00010,S00510,2024-05-06,2024-05-20,2024-05-07,9
RENT0000000201,IDS00026,S00369,2024-05-06,2024-05-20,2024-05-17,3
RENT0000000202,IDS00019,S00019,2024-05-07,2024-05-21,2024-05-20,10
RENT0000000203,IDS00018,S00405,2024-05-08,2024-05-22,2024-05-21,3
RENT0000000204,IDS00018,S00088,2024-05-08,2024-05-22,2024-05-15,5
RENT0000000205,IDS00005,S00142,2024-05-08,2024-05-22,2024-05-08,6
RENT0000000206,IDS00047,S00622,2024-05-08,2024-05-22,2024-05-16,3
RENT0000000207,IDS00050,S00554,2024-05-08,2024-05-22,2024-05-21,9
RENT0000000208,IDS00035,S00123,2024-05-08,2024-05-22,2024-05-10,8
RENT0000000209,IDS00018,S00609,2024-05-09,2024-05-23,2024-05-22,9
RENT0000000210,IDS00032,S00270,2024-05-09,2024-05-23,2024-05-12,3
RENT0000000211,IDS00019,S00437,2024-05-10,2024-05-24,2024-05-18,10
RENT0000000212,IDS00011,S00279,2024-05-10,2024-05-24,2024-05-12,9
RENT0000000213,IDS00030,S00264,2024-05-10,2024-05-24,2024-05-19,3
RENT0000000214,IDS00042,S00401,2024-05-11,2024-05-25,2024-05-19,7
RENT0000000215,IDS00042,S00245,2024-05-11,2024-05-25,2024-05-13,9
RENT0000000216,IDS00048,S00183,2024-05-11,2024-05-25,2024-05-11,7
RENT0000000217,IDS00032,S00440,2024-05-12,2024-05-26,2024-05-13,10
RENT0000000218,IDS00046,S00630,2024-05-12,2024-05-26,2024-05-22,4
RENT0000000219,IDS00002,S00254,2024-05-12,2024-05-26,2024-05-16,4
RENT0000000220,IDS00018,S00202,2024-05-13,2024-05-27,2024-05-17,10
RENT0000000221,IDS00007,S00281,2024-05-13,2024-05-27,2024-05-19,1
RENT0000000222,IDS00041,S00323,2024-05-13,2024-05-27,2024-05-13,10
RENT0000000223,IDS00019,S00131,2024-05-14,2024-05-28,2024-05-25,8
RENT0000000224,IDS00046,S00019,2024-05-14,2024-05-28,2024-05-22,9
RENT0000000225,IDS00005,S00168,2024-05-14,2024-05-28,2024-05-14,8
RENT0000000226,IDS00039,S00248,2024-05-14,2024-05-28,2024-05-16,1
RENT0000000227,IDS00019,S00480,2024-05-15,2024-05-29,2024-05-16,5
RENT0000000228,IDS00012,S00218,2024-05-15,2024-05-29,2024-05-28,10
RENT0000000229,IDS00019,S00384,2024-05-16,2024-05-30,2024-05-29,6
RENT0000000230,IDS00036,S00411,2024-05-16,2024-05-30,2024-05-29,2
RENT0000000231,IDS00043,S00153,2024-05-16,2024-05-30,2024-05-25,10
RENT0000000232,IDS00011,S00133,2024-05-16,2024-05-30,2024-05-29,2
RENT0000000233,IDS00022,S00450,2024-05-16,2024-05-30,2024-05-20,7
RENT0000000234,IDS00044,S00575,2024-05-17,2024-05-31,2024-05-26,8
RENT0000000235,IDS00006,S00376,2024-05-17,2024-05-31,2024-05-20,3
RENT0000000236,IDS00019,S00400,2024-05-18,2024-06-01,2024-05-22,3
RENT0000000237,IDS00028,S00517,2024-05-18,2024-06-01,2024-05-22,7
RENT0000000238,IDS00011,S00493,2024-05-18,2024-06-01,2024-05-18,7
RENT0000000239,IDS00022,S00056,2024-05-18,2024-06-01,2024-05-24,7
RENT0000000240,IDS00014,S00309,2024-05-18,2024-06-01,2024-05-20,7
RENT0000000241,IDS00043,S00176,2024-05-19,2024-06-02,2024-05-27,9
RENT0000000242,IDS00040,S00146,2024-05-19,2024-06-02,2024-05-24,7
RENT0000000243,IDS00030,S00610,2024-05-19,2024-06-02,2024-05-22,7
RENT0000000244,IDS00049,S00436,2024-05-19,2024-06-02,2024-05-30,5
RENT0000000245,IDS00038,S00616,2024-05-21,2024-06-04,2024-05-31,7
RENT0000000246,IDS00046,S00033,2024-05-22,2024-06-05,2024-05-27,3
RENT0000000247,IDS00010,S00202,2024-05-22,2024-06-05,2024-05-29,8
RENT0000000248,IDS00023,S00418,2024-05-22,2024-06-05,2024-06-04,3
RENT0000000249,IDS00001,S00090,2024-05-22,2024-06-05,2024-06-02,9
RENT0000000250,IDS00044,S00128,2024-05-22,2024-06-05,2024-06-01,1
RENT0000000251,IDS00019,S00628,2024-05-23,2024-06-06,2024-06-01,6
RENT0000000252,IDS00043,S00271,2024-05-23,2024-06-06,2024-05-28,5
RENT0000000253,IDS00029,S00253,2024-05-23,2024-06-06,2024-05-23,8
RENT0000000254,IDS00036,S00006,2024-05-24,2024-06-07,2024-05-29,8
RENT0000000255,IDS00038,S00247,2024-05-24,2024-06-07,2024-05-24,5
RENT0000000256,IDS00042,S00492,2024-05-25,2024-06-08,2024-05-26,7
RENT0000000257,IDS00015,S00299,2024-05-25,2024-06-08,2024-05-29,8
RENT0000000258,IDS00003,S00163,2024-05-25,2024-06-08,2024-05-31,5
RENT0000000259,IDS00019,S00605,2024-05-26,2024-06-09,2024-06-01,10
RENT0000000260,IDS00032,S00537,2024-05-26,2024-06-09,2024-06-07,5
RENT0000000261,IDS00018,S00432,2024-05-27,2024-06-10,2024-06-04,3
RENT0000000262,IDS00043,S00111,2024-05-27,2024-06-10,2024-05-27,9
RENT0000000263,IDS00015,S00403,2024-05-27,2024-06-10,2024-06-08,7
RENT0000000264,IDS00033,S00389,2024-05-27,2024-06-10,2024-06-03,5
RENT0000000265,IDS00018,S00365,2024-05-28,2024-06-11,2024-05-29,4
RENT0000000266,IDS00036,S00412,2024-05-28,2024-06-11,2024-06-10,8
RENT0000000267,IDS00027,S00383,2024-05-28,2024-06-11,2024-06-10,8
RENT0000000268,IDS00047,S00305,2024-05-28,2024-06-11,2024-05-29,2
RENT0000000269,IDS00041,S00063,2024-05-29,2024-06-12,2024-06-06,7
RENT0000000270,IDS00011,S00322,2024-05-29,2024-06-12,2024-06-03,7
RENT0000000271,IDS00022,S00568,2024-05-29,2024-06-12,2024-06-10,8
RENT0000000272,IDS00026,S00189,2024-05-29,2024-06-12,2024-06-06,9
RENT0000000273,IDS00022,S00350,2024-05-30,2024-06-13,2024-06-05,6
RENT0000000274,IDS00004,S00059,2024-05-30,2024-06-13,2024-06-07,1
RENT0000000275,IDS00031,S00451,2024-05-31,2024-06-14,2024-06-08,8
RENT0000000276,IDS00027,S00291,2024-05-31,2024-06-14,2024-06-12,7
RENT0000000277,IDS00047,S00307,2024-06-01,2024-06-15,2024-06-01,1
RENT0000000278,IDS00040,S00210,2024-06-01,2024-06-15,2024-06-02,7
RENT0000000279,IDS00021,S00054,2024-06-01,2024-06-15,2024-06-08,5
RENT0000000280,IDS00041,S00060,2024-06-02,2024-06-16,2024-06-11,2
RENT0000000281,IDS00020,S00189,2024-06-03,2024-06-17,2024-06-10,5
RENT0000000282,IDS00002,S00363,2024-06-04,2024-06-18,2024-06-13,1
RENT0000000283,IDS00048,S00572,2024-06-04,2024-06-18,2024-06-07,3
RENT0000000284,IDS00027,S00406,2024-06-05,2024-06-19,2024-06-07,10
RENT0000000285,IDS00015,S00356,2024-06-05,2024-06-19,2024-06-08,7
RENT0000000286,IDS00005,S00397,2024-06-05,2024-06-19,2024-06-09,10
RENT0000000287,IDS00042,S00343,2024-06-06,2024-06-20,2024-06-15,7
RENT0000000288,IDS00025,S00391,2024-06-06,2024-06-20,2024-06-06,1
RENT0000000289,IDS00046,S00173,2024-06-07,2024-06-21,2024-06-18,6
RENT0000000290,IDS00002,S00277,2024-06-07,2024-06-21,2024-06-14,3
RENT0000000291,IDS00006,S00177,2024-06-08,2024-06-22,2024-06-16,7
RENT0000000292,IDS00032,S00558,2024-06-09,2024-06-23,2024-06-11,10
RENT0000000293,IDS00041,S00119,2024-06-09,2024-06-23,2024-06-10,2
RENT0000000294,IDS00012,S00424,2024-06-09,2024-06-23,2024-06-19,2
RENT0000000295,IDS00034,S00416,2024-06-10,2024-06-24,2024-06-11,2
RENT0000000296,IDS00031,S00503,2024-06-10,2024-06-24,2024-06-11,3
RENT0000000297,IDS00003,S00071,2024-06-10,2024-06-24,2024-06-20,7
RENT0000000298,IDS00003,S00577,2024-06-10,2024-06-24,2024-06-13,3
RENT0000000299,IDS00043,S00602,2024-06-10,2024-06-24,2024-06-13,5
RENT0000000300,IDS00028,S00199,2024-06-11,2024-06-25,2024-06-13,1
RENT0000000301,IDS00037,S00168,2024-06-11,2024-06-25,2024-06-11,1
RENT0000000302,IDS00019,S00500,2024-06-12,2024-06-26,2024-06-25,1
RENT0000000303,IDS00018,S00526,2024-06-12,2024-06-26,2024-06-16,8
RENT0000000304,IDS00046,S00351,2024-06-12,2024-06-26,2024-06-13,3
RENT0000000305,IDS00041,S00084,2024-06-12,2024-06-26,2024-06-24,8
RENT0000000306,IDS00033,S00049,2024-06-12,2024-06-26,2024-06-16,9
RENT0000000307,IDS00040,S00590,2024-06-12,2024-06-26,2024-06-14,3
RENT0000000308,IDS00018,S00024,2024-06-13,2024-06-27,2024-06-24,10
RENT0000000309,IDS00028,S00390,2024-06-13,2024-06-27,2024-06-24,7
RENT0000000310,IDS00002,S00527,2024-06-13,2024-06-27,2024-06-16,8
RENT0000000311,IDS00038,S00439,2024-06-13,2024-06-27,2024-06-19,5
RENT0000000312,IDS00034,S00493,2024-06-13,2024-06-27,2024-06-24,10
RENT0000000313,IDS00040,S00268,2024-06-14,2024-06-28,2024-06-27,2
RENT0000000314,IDS00018,S00522,2024-06-15,2024-06-29,2024-06-16,9
RENT0000000315,IDS00028,S00130,2024-06-15,2024-06-29,2024-06-20,9
RENT0000000316,IDS00016,S00608,2024-06-15,2024-06-29,2024-06-27,2
RENT0000000317,IDS00043,S00449,2024-06-16,2024-06-30,2024-06-26,5
RENT0000000318,IDS00047,S00059,2024-06-16,2024-06-30,2024-06-17,8
RENT0000000319,IDS00013,S00313,2024-06-16,2024-06-30,2024-06-27,5
RENT0000000320,IDS00017,S00162,2024-06-16,2024-06-30,2024-06-29,5
RENT0000000321,IDS00041,S00371,2024-06-17,2024-07-01,2024-06-29,9
RENT0000000322,IDS00038,S00501,2024-06-17,2024-07-01,2024-06-19,7
RENT0000000323,IDS00013,S00498,2024-06-17,2024-07-01,2024-06-25,4
RENT0000000324,IDS00002,S00595,2024-06-18,2024-07-02,2024-06-30,10
RENT0000000325,IDS00011,S00225,2024-06-18,2024-07-02,2024-06-20,5
RENT0000000326,IDS00037,S00094,2024-06-18,2024-07-02,2024-06-30,10
RENT0000000327,IDS00023,S00087,2024-06-19,2024-07-03,2024-06-19,5
RENT0000000328,IDS00020,S00181,2024-06-19,2024-07-03,2024-06-21,7
RENT0000000329,IDS00028,S00078,2024-06-20,2024-07-04,2024-06-23,1
RENT0000000330,IDS00046,S00064,2024-06-21,2024-07-05,2024-06-30,8
RENT0000000331,IDS00033,S00264,2024-06-21,2024-07-05,2024-07-02,5
RENT0000000332,IDS00011,S00187,2024-06-21,2024-07-05,2024-07-02,5
RENT0000000333,IDS00030,S00612,2024-06-21,2024-07-05,2024-06-26,10
RENT0000000334,IDS00037,S00168,2024-06-21,2024-07-05,2024-06-21,8
RENT0000000335,IDS00007,S00472,2024-06-21,2024-07-05,2024-06-29,10
RENT0000000336,IDS00042,S00363,2024-06-22,2024-07-06,2024-06-29,10
RENT0000000337,IDS00036,S00591,2024-06-22,2024-07-06,2024-06-26,8
RENT0000000338,IDS00044,S00372,2024-06-22,2024-07-06,2024-06-26,1
RENT0000000339,IDS00023,S00400,2024-06-22,2024-07-06,2024-07-03,1
RENT0000000340,IDS00002,S00461,2024-06-24,2024-07-08,2024-07-02,8
RENT0000000341,IDS00036,S00583,2024-06-24,2024-07-08,2024-06-28,6
